Data;Item;Link;Preço;Vendidos
27/09/2022;Safira rx6600xt 8gb nitro + placa de vídeo gpu amd radeon rx6600 rx6600xt placas gráficas desktop computador jogo ;https://pt.aliexpress.com/item/1005004565689263.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-43&pdp_ext_f=%7B%22sku_id%22%3A%2212000029643904413%22%7D&pdp_npi=2%40dis%21BRL%212434.88%212313.13%21%21%2147.68%21%21%402101e9d316643078208767883e4770%2112000029643904413%21sea&curPageLogUid=LsAv4LXLewrL;R$2.313,13;0 vendidos
27/09/2022;1 peça 95mm cf1015h12d safira rx580 rx480 rx570 vga gráficos ventilador para nitro rx 570/580/480 placa de vídeo refrigeração ;https://pt.aliexpress.com/item/32880065931.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-44&pdp_ext_f=%7B%22sku_id%22%3A%2212000029054999748%22%7D&pdp_npi=2%40dis%21BRL%2151.53%2132.96%21%21%2115.97%21%21%402101e9d316643078208767883e4770%2112000029054999748%21sea&curPageLogUid=yKirNCYpvH9f&ad_pvid=20220927124341424293001392780007033571_11;R$32,96;0 vendidos
27/09/2022;Msi gddr6 8gb placa de vídeo radeon rx 6600 mech 2x 8g placa gráfica pci express 4.0 desktop cpu rx6600 128bit 8pin 14 gbps 8gb novo ;https://pt.aliexpress.com/item/1005004523895256.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-45&pdp_ext_f=%7B%22sku_id%22%3A%2212000029469290936%22%7D&pdp_npi=2%40dis%21BRL%213697.61%212588.33%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029469290936%21sea&curPageLogUid=LOTxnFB6RKhK;R$2.588,33;0 vendidos
27/09/2022;Yeston rx 6600 xt 8gb 128bit gddr6 7nm gaming desktop computador de vídeo computador computador mineração placa gráfica 8pin 2589mhz suporte hdmi + dp * 3 ;https://pt.aliexpress.com/item/1005003664005152.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-46&pdp_ext_f=%7B%22sku_id%22%3A%2212000026705199935%22%7D&pdp_npi=2%40dis%21BRL%216383.34%213510.81%21%21%21%21%21%402101e9d316643078208767883e4770%2112000026705199935%21sea&curPageLogUid=HoeebmLXAVjk;R$3.510,81;0 vendidos
27/09/2022;Safira rx 6600 xt nitro 6600xt nitro + 8gb placas de vídeo amd gpu radeon rx6600xt rx6600 xt placa gráfica desktop computador jogo ;https://pt.aliexpress.com/item/1005004453100309.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-47&pdp_ext_f=%7B%22sku_id%22%3A%2212000029227620731%22%7D&pdp_npi=2%40dis%21BRL%212670.15%212189.52%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029227620731%21sea&curPageLogUid=bQqefCKYaHxC;R$2.189,52;0 vendidos
27/09/2022;Novo yeston rx6600xt 8gb/rx6800 16gb d6 pa placa gráfica de jogos 16gbps gddr6 128bit 7nm pci-express 4.0x8 computador pc vídeo carro ;https://pt.aliexpress.com/item/1005003937850795.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-48&pdp_ext_f=%7B%22sku_id%22%3A%2212000027513012472%22%7D&pdp_npi=2%40dis%21BRL%217937.64%214365.67%21%21%21%21%21%402101e9d316643078208767883e4770%2112000027513012472%21sea&curPageLogUid=cfd3Fn5NStr6;R$4.365,67;0 vendidos
27/09/2022;1 conjunto GV-RX570/580 jogos GV-RX470WF2/rx480wf2 t129215su pld09210s12hh 87mm (90mm) gigabyte cartões ventilador de refrigeração como substituição ;https://pt.aliexpress.com/item/32848752070.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-49&pdp_ext_f=%7B%22sku_id%22%3A%2212000029981462073%22%7D&pdp_npi=2%40dis%21BRL%21100.79%2154.42%21%21%2117.78%21%21%402101e9d316643078208767883e4770%2112000029981462073%21sea&curPageLogUid=1qDYX3Yry4Uf&ad_pvid=20220927124341424293001392780007033571_12;R$54,42;0 vendidos
27/09/2022;Safira rx 6600 6600 xt 8gb placa gráfica 6500 xt 4gb gpu placas de vídeo pc radeon rx6500 jogos de computador gddr6 rx6600 xt amd hdmi ;https://pt.aliexpress.com/item/1005004439371045.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-50&pdp_ext_f=%7B%22sku_id%22%3A%2212000029184730572%22%7D&pdp_npi=2%40dis%21BRL%213236.74%212654.13%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029184730572%21sea&curPageLogUid=JGRHOyV2GMx7;R$2.654,13;0 vendidos
27/09/2022;Asus gddr6 cartão duplo rx6600 8g placa gráfica 14000mhz rx6600 8g placa de vídeo gddr6 8pin desktop gpu 128bit pci express 4.0 novo ;https://pt.aliexpress.com/item/1005004392060480.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-51&pdp_ext_f=%7B%22sku_id%22%3A%2212000029017918469%22%7D&pdp_npi=2%40dis%21BRL%215237.81%212618.91%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029017918469%21sea&curPageLogUid=1zCNnxS7jUf2;R$2.618,91;0 vendidos
27/09/2022;Nova safira rx 6600 xt 6600xt 8gb nitro + placa de vídeo gpu amd radeon rx6600xt rx6600 placas gráficas desktop computador mineração ;https://pt.aliexpress.com/item/1005004352580624.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-52&pdp_ext_f=%7B%22sku_id%22%3A%2212000028866645068%22%7D&pdp_npi=2%40dis%21BRL%213236.74%212654.13%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028866645068%21sea&curPageLogUid=F2y1jkuJz9RA;R$2.654,13;0 vendidos
27/09/2022;Asrock radeon rx 6600 challenger d 8gb gráfico radeon rx 6600xt placa de vídeo rx6600 gddr6 8gb 14000mhz rx6600 placa gráfica Novos produtos da série AMD RX 6000 estão chegando a preços ultrabaixos RX 6600 XT placa grá ;https://pt.aliexpress.com/item/1005003638803042.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-53&pdp_ext_f=%7B%22sku_id%22%3A%2212000028847580129%22%7D&pdp_npi=2%40dis%21BRL%213436.8%212646.31%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028847580129%21sea&curPageLogUid=vqxmXFImGoCI;R$2.646,31;0 vendidos
27/09/2022;85mm ga91s2m dc12v 0.25a-pfta 4pin gráficos ventilador para safira rx560 rx550 2g d5 placa gráfica de refrigeração ;https://pt.aliexpress.com/item/4000910177409.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-54&pdp_ext_f=%7B%22sku_id%22%3A%2212000027526371401%22%7D&pdp_npi=2%40dis%21BRL%2140.32%2135.9%21%21%21%21%21%402101e9d316643078208767883e4770%2112000027526371401%21sea&curPageLogUid=1DKje9Joh5d5&ad_pvid=20220927124341424293001392780007033571_13;R$35,9;0 vendidos
27/09/2022;Nova safira rx 6600 xt 6600xt 8gb 6000 placa gráfica gpu radeon rx6600 rx6600xt gddr6 placas de vídeo desktop computador amd jogo ;https://pt.aliexpress.com/item/1005004343956992.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-55&pdp_ext_f=%7B%22sku_id%22%3A%2212000028851017495%22%7D&pdp_npi=2%40dis%21BRL%213311.26%212715.23%21%21%21%21%21%402101e9d316643078208767883e4770%2112000028851017495%21sea&curPageLogUid=PXbH8nd0SfKY;R$2.715,23;0 vendidos
27/09/2022;Gigabyte rx6650xt/rx6600 8g/rx6500xt 4g placa de vídeo um jogo de computador cartão original águia mágica amd ;https://pt.aliexpress.com/item/1005004753209183.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-56&pdp_ext_f=%7B%22sku_id%22%3A%2212000030342816331%22%7D&pdp_npi=2%40dis%21BRL%211744.05%211744.05%21%21%21131.14%21%21%402101e9d316643078208767883e4770%2112000030342816331%21sea&curPageLogUid=lhBHcCX3UMAe;R$1.744,05;0 vendidos
27/09/2022;Mllse amd radeon rx6600 8gb placa gráfica gpu gddr6 128-bit 14 gbps 7nm nova placa de vídeo suporte amd intel desktop cpu ;https://pt.aliexpress.com/item/1005004774962971.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-57&pdp_ext_f=%7B%22sku_id%22%3A%2212000030456203677%22%7D&pdp_npi=2%40dis%21BRL%211740.54%211113.93%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030456203677%21sea&curPageLogUid=GUVbyxds9Saf;R$1.113,93;0 vendidos
27/09/2022;Gigabyte novo ga radeon™Rx 6600 eagle 8g radeon rx 6600 8gb gddr6 128 bit pode suportar amd intel desktop cpu placa-mãe ;https://pt.aliexpress.com/item/1005004546941260.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-58&pdp_ext_f=%7B%22sku_id%22%3A%2212000029564203721%22%7D&pdp_npi=2%40dis%21BRL%213297.22%212275.08%21%21%21%21%21%402101e9d316643078208767883e4770%2112000029564203721%21sea&curPageLogUid=E9DpZbtMx9Wm;R$2.275,08;0 vendidos
27/09/2022;Ventilador refrigerador para placa de vídeo, edição especial, usb rx5700 argb de alta qualidade, safira, rx 5700 xt, 8gb ;https://pt.aliexpress.com/item/4001322417065.html?algo_pvid=be47743a-131a-45fd-9a52-100ca15bf2ba&aem_p4p_detail=20220927124341424293001392780007033571&algo_exp_id=be47743a-131a-45fd-9a52-100ca15bf2ba-59&pdp_ext_f=%7B%22sku_id%22%3A%2212000030249781858%22%7D&pdp_npi=2%40dis%21BRL%2169.65%2169.65%21%21%21%21%21%402101e9d316643078208767883e4770%2112000030249781858%21sea&curPageLogUid=vFxJch1lAX6Q&ad_pvid=20220927124341424293001392780007033571_14;R$69,65;0 vendidos
